CODE,LINE_NAME,DATE_TIME,DUR_H,N_METERS,P_KW,Q_KVAR,S_KVA,LOAD_PCT,DELTA_P_KW,OUTPUT_KWH,LOSS_NOLOAD_KWH,LOSS_LOAD_KWH,LOSS_KWH
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-09 07:00:00,0.5,1,191.8,61.8,201.51,20.151,1.2816,95.9,0.462205,0.178597,0.640802
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-09 07:00:00,0.5,1,2.88,-0.72,2.96864,0.296864,0.925074,1.44,0.4625,3.7112e-05,0.462537
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-09 07:00:00,0.5,1,91.2,26.56,94.9888,12.6652,1.0159,45.6,0.449,0.0589494,0.507949
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-09 07:00:00,0.5,1,66.5,-353.5,359.701,11.99,2.46531,33.25,1.09,0.142654,1.23265
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-09 07:00:00,0.5,1,91.44,5.04,91.5788,9.15788,0.966186,45.72,0.4475,0.035593,0.483093
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-09 07:00:00,0.5,1,2.22,2.19,3.11841,4.15788,0.155622,1.11,0.077,0.000810807,0.0778108
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-09 07:00:00,0.5,1,100.8,2.24,100.825,12.6031,0.937899,50.4,0.415,0.0539495,0.468949
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-09 07:00:00,0.5,1,606.6,142.8,623.182,24.9273,2.73869,303.3,0.94955,0.419797,1.36935
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-09 07:00:00,0.5,1,30.6,0,30.6,1.224,1.90112,15.3,0.94955,0.00101217,0.950562
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-09 07:00:00,0.5,1,4.8,-3.6,6,0.24,1.89922,2.4,0.94955,5.90403e-05,0.949609
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-09 07:00:00,0.5,1,0.6,-0.3,0.67082,0.0894427,0.732006,0.3,0.366,2.994e-06,0.366003
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-09 07:00:00,0.5,1,1.02,-0.42,1.10309,0.612826,0.285074,0.51,0.1425,3.68514e-05,0.142537
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-09 07:00:00,0.5,2,4,1.32,4.21217,2.63261,0.269261,2,0.134,0.00063034,0.13463
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-09 07:00:00,0.5,1,1703.8,500.5,1775.79,56.3743,10.0029,851.9,1.9127,3.08876,5.00146
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-09 07:00:00,0.5,1,153.3,32.2,156.645,4.97286,3.87347,76.65,1.9127,0.0240345,1.93673
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-09 07:00:00,0.5,1,2.72,-7.36,7.84653,0.980816,0.830653,1.36,0.415,0.000326743,0.415327
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-09 07:00:00,0.5,1,175.04,68.64,188.017,25.069,1.19712,87.52,0.394,0.204561,0.598561
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-09 07:00:00,0.5,1,14.8,-2.4,14.9933,0.937083,1.15515,7.4,0.577,0.000574996,0.577575
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-09 07:00:00,0.5,1,60.24,4.56,60.4123,6.04123,0.985759,30.12,0.481,0.0118796,0.49288
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-09 07:00:00,0.5,1,24.8,-0.2,24.8008,3.93664,0.788479,12.4,0.39,0.0042397,0.39424
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-09 07:00:00,0.5,2,19.44,5.92,20.3214,5.08035,0.424627,9.72,0.2075,0.00481357,0.212314
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-09 07:00:00,0.5,1,0.18,-0.24,0.3,0.12,0.363004,0.09,0.1815,2.04048e-06,0.181502
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-09 07:00:00,0.5,1,111.2,7.2,111.433,3.71443,3.98969,55.6,1.981,0.013846,1.99485
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-09 07:00:00,0.5,1,797.6,289.6,848.548,28.2849,5.59476,398.8,1.9945,0.802878,2.79738
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-09 07:00:00,0.5,1,120,5.4,120.121,6.00607,3.09786,60,1.5235,0.0254278,1.54893
TTI.TITAN.MVSG.1250kVA,TTI.TITAN.MVSG.1250kVA,2026-07-09 07:00:00,0.5,1,0,-0.4,0.4,0.032,2.65,0,1.325,5.0176e-07,1.325
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-09 07:00:00,0.5,1,2.8,0.6,2.86356,0.511351,0.322122,1.4,0.161,6.10293e-05,0.161061
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-09 07:00:00,0.516667,1,2.4,0,2.4,0.192,1.18804,1.24,0.6138,1.9713e-05,0.61382
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-09 07:00:00,0.5,1,155.2,-32.4,158.546,7.92729,2.50325,77.6,1.1985,0.0531244,1.25162
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-09 07:00:00,0.5,1,1.4,-0.4,1.45602,0.182003,0.798322,0.7,0.39915,1.10805e-05,0.399161
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-09 07:00:00,0.5,1,28.48,5.6,29.0253,4.6072,0.758637,14.24,0.37367,0.00564873,0.379319
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-09 07:00:00,0.5,2,39.6,5.6,39.994,1.33313,1.07187,19.8,0.535,0.000936501,0.535937
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-09 07:00:00,0.5,1,156.32,43.84,162.351,28.9913,1.15641,78.16,0.34862,0.229585,0.578205
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-09 07:00:00,0.5,1,250.88,99.2,269.78,48.1751,1.93193,125.44,0.3335,0.632463,0.965963
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-09 07:00:00,0.5,1,124.4,11.6,124.94,8.32931,1.39991,62.2,0.6525,0.0474542,0.699954
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-09 07:00:00,0.5,1,13.74,2.7,14.0028,5.60111,0.318891,6.87,0.155,0.00444547,0.159445
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-09 07:00:00,0.5,1,5.2,0,5.2,0.26,2.39711,2.6,1.1985,5.71467e-05,1.19856
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-09 07:00:00,0.5,1,28,-0.2,28.0007,17.5004,0.704999,14,0.31025,0.0422493,0.352499
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-09 07:00:00,0.5,1,499.2,139.68,518.374,51.8374,3.20957,249.6,0.4653,1.13948,1.60478
YM.PE_FOAMVH.T1.1000kVA,YM.PE_FOAMVH.T1.1000kVA,2026-07-09 07:00:00,0.5,1,0.24,0,0.24,0.024,0.9306,0.12,0.4653,2.44256e-07,0.4653
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-09 07:00:00,0.5,1,30.56,10.64,32.3593,8.08982,0.447692,15.28,0.21164,0.0122059,0.223846
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-09 07:00:00,0.516667,1,128.32,9.28,128.655,32.1638,0.788872,66.2987,0.206667,0.200917,0.407584
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-09 07:00:00,0.5,1,11.68,0.32,11.6844,2.9211,0.40454,5.84,0.20069,0.00157981,0.20227
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-09 07:00:00,0.5,1,0.48,-0.24,0.536656,0.134164,0.402007,0.24,0.201,3.3435e-06,0.201003
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-09 07:00:00,0.5,1,0.48,-0.36,0.6,0.15,0.410158,0.24,0.205075,4.18736e-06,0.205079
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-09 07:00:00,0.5,1,1.76,-0.16,1.76726,0.441814,0.411073,0.88,0.2055,3.6561e-05,0.205537
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-09 07:00:00,0.5,1,7.36,-2.72,7.84653,1.96163,0.406441,3.68,0.2025,0.00072073,0.203221
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-09 07:00:00,0.5,1,74.88,7.52,75.2567,11.9455,0.861824,37.44,0.391,0.0399118,0.430912
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-09 07:00:00,0.516667,1,49.6,7.6,50.1789,6.69052,0.832478,25.6267,0.4154,0.0147138,0.430114
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-09 07:00:00,0.5,1,10.8,-10.2,14.8553,1.85691,0.800607,5.4,0.39915,0.00115342,0.400303
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-09 07:01:00,0.483333,1,0.1,0,0.1,0.015873,0.78,0.0483333,0.377,6.66316e-08,0.377
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-09 07:01:00,0.483333,1,3.3,0.3,3.31361,0.265089,1.07007,1.595,0.517167,3.57948e-05,0.517202
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-09 07:01:00,0.483333,1,98,57.28,113.512,28.378,0.78146,47.3667,0.215083,0.162622,0.377705
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-09 07:02:00,0.466667,1,8,0,8,0.4,1.85026,3.73333,0.863333,0.000123551,0.863457
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-09 07:02:00,0.466667,1,15.9,3.9,16.3713,1.30971,2.17424,7.42,1.01267,0.00197893,1.01465
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-09 07:04:00,0.433333,1,14.6,4,15.138,2.0184,0.806592,6.32667,0.3484,0.00112314,0.349523
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-09 07:30:00,0.5,1,1.2,-2.4,2.68328,0.107331,4.50002,0.6,2.25,9.53107e-06,2.25001
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-09 07:30:00,0.5,1,14.1,1.8,14.2144,3.55361,0.288883,7.05,0.141,0.00344135,0.144441
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-09 07:30:00,0.5,1,14.52,1.38,14.5854,5.83417,0.372646,7.26,0.1815,0.00482312,0.186323
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-09 07:30:00,0.5,1,13.2,-5.7,14.3781,1.15025,1.21042,6.6,0.6045,0.000707844,0.605208
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-09 07:30:00,0.5,1,0.96,0,0.96,0.064,1.23401,0.48,0.617,2.69906e-06,0.617003
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-09 07:30:00,0.5,1,293,-12.5,293.267,14.6633,2.20578,146.5,0.925,0.177891,1.10289
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-09 07:30:00,0.5,1,107.04,17.12,108.4,19.3572,0.715936,53.52,0.27008,0.0878882,0.357968
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-09 07:30:00,0.5,1,35.7,-1.2,35.7202,4.46502,0.818357,17.85,0.4025,0.0066787,0.409179
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-09 07:30:00,0.5,1,2.24,-0.64,2.32964,0.232964,0.88675,1.12,0.44335,2.48444e-05,0.443375
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-09 07:30:00,0.5,1,108.5,-524.5,535.605,21.4242,2.64068,54.25,0.84815,0.472192,1.32034
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-09 07:30:00,0.5,1,9.92,-3.52,10.526,0.657875,1.19563,4.96,0.5975,0.000314269,0.597814
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-09 07:30:00,0.5,1,7,0.5,7.01783,0.350892,1.8502,3.5,0.925,0.000101867,0.925102
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-09 07:30:00,0.5,1,203.8,59.2,212.224,21.2224,1.3206,101.9,0.462205,0.198093,0.660298
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-09 07:30:00,0.5,1,6.24,0,6.24,0.624,0.925328,3.12,0.4625,0.000163972,0.462664
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-09 07:30:00,0.5,1,144.32,47.52,151.942,20.259,1.19966,72.16,0.449,0.150831,0.599831
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-09 07:30:00,0.116667,1,70,-345.5,352.52,11.7507,2.45403,8.16667,0.254333,0.0319701,0.286303
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-09 07:30:00,0.5,1,135.84,3.36,135.882,13.5882,1.05172,67.92,0.4475,0.0783603,0.52586
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-09 07:30:00,0.5,1,0.03,-0.03,0.0424264,0.0565685,0.154,0.015,0.077,1.5008e-07,0.0770002
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-09 07:30:00,0.5,1,108.96,1.44,108.97,13.6212,0.956035,54.48,0.415,0.0630176,0.478018
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-09 07:30:00,0.5,1,682.8,144,697.819,27.9128,2.95185,341.4,0.94955,0.526375,1.47593
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-09 07:30:00,0.5,1,128.4,41.4,134.909,5.39637,1.93845,64.2,0.94955,0.019674,0.969224
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-09 07:30:00,0.5,1,54.6,-12.6,56.035,2.2414,1.9094,27.3,0.94955,0.00514949,0.954699
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-09 07:30:00,0.5,1,0.6,-0.3,0.67082,0.0894427,0.732006,0.3,0.366,2.994e-06,0.366003
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-09 07:30:00,0.5,1,5.22,0.12,5.22138,2.90077,0.286651,2.61,0.1425,0.000825667,0.143326
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-09 07:30:00,0.5,2,28.24,13.72,31.3964,19.6228,0.338041,14.12,0.134,0.0350206,0.169021
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-09 07:30:00,0.5,1,2090.2,561.4,2164.28,68.7073,13.0015,1045.1,1.9127,4.58804,6.50074
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-09 07:30:00,0.5,1,218.4,32.9,220.864,7.01156,3.92096,109.2,1.9127,0.0477805,1.96048
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-09 07:30:00,0.5,1,2.72,-7.2,7.69665,0.962081,0.830629,1.36,0.415,0.00031438,0.415314
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-09 07:30:00,0.5,1,200.16,63.84,210.094,28.0126,1.29884,100.08,0.394,0.255421,0.649421
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-09 07:30:00,0.5,1,76.4,13.2,77.5319,4.84575,1.18475,38.2,0.577,0.0153755,0.592376
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-09 07:30:00,0.5,1,154.8,8.4,155.028,15.5028,1.11846,77.4,0.481,0.0782294,0.559229
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-09 07:30:00,0.5,1,0.1,0,0.1,0.015873,0.78,0.05,0.39,6.89292e-08,0.39
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-09 07:30:00,0.5,1,20.1,-0.5,20.1062,3.19146,0.785573,10.05,0.39,0.00278653,0.392787
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-09 07:30:00,0.5,2,21.24,6.16,22.1152,5.52881,0.426402,10.62,0.2075,0.00570088,0.213201
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-09 07:30:00,0.5,1,0.18,-0.18,0.254558,0.101823,0.363003,0.09,0.1815,1.46915e-06,0.181501
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-09 07:30:00,0.5,1,105.6,3.2,105.648,3.52162,3.98689,52.8,1.981,0.0124458,1.99345
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-09 07:30:00,0.516667,1,775.2,262.4,818.406,27.2802,5.4827,400.52,2.06098,0.771747,2.83273
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-09 07:30:00,0.5,1,114.6,6,114.757,5.73785,3.09341,57.3,1.5235,0.0232074,1.54671
TTI.TITAN.MVSG.1250kVA,TTI.TITAN.MVSG.1250kVA,2026-07-09 07:30:00,0.5,1,0,-0.4,0.4,0.032,2.65,0,1.325,5.0176e-07,1.325
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-09 07:30:00,0.5,1,2.6,0.8,2.72029,0.485767,0.32211,1.3,0.161,5.50753e-05,0.161055
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-09 07:30:00,0.516667,1,167.2,-30,169.87,8.4935,2.51897,86.3867,1.23845,0.0630171,1.30147
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-09 07:30:00,0.5,1,1.8,-0.6,1.89737,0.237171,0.798338,0.9,0.39915,1.88159e-05,0.399169
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-09 07:30:00,0.5,1,44,2.72,44.084,6.99746,0.773401,22,0.37367,0.0130304,0.3867
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-09 07:30:00,0.5,2,438,97.6,448.742,14.9581,1.3058,219,0.535,0.1179,0.6529
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-09 07:30:00,0.5,1,18.3,4.8,18.919,1.51352,2.17566,9.15,1.085,0.00283155,1.08783
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-09 07:30:00,0.5,1,157.44,39.52,162.324,28.9865,1.15626,78.72,0.34862,0.229509,0.578129
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-09 07:30:00,0.5,1,211.04,92.64,230.478,41.1568,1.59021,105.52,0.3335,0.461607,0.795107
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-09 07:30:00,0.5,1,227.6,76.8,240.208,16.0139,1.65582,113.8,0.6525,0.175408,0.827908
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-09 07:30:00,0.5,1,16.44,0,16.44,6.576,0.322255,8.22,0.155,0.00612764,0.161128
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-09 07:30:00,0.5,1,16,-0.4,16.005,0.80025,2.39808,8,1.1985,0.000541372,1.19904
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-09 07:30:00,0.5,1,21.2,-0.5,21.2059,13.2537,0.668965,10.6,0.31025,0.0242323,0.334482
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-09 07:30:00,0.5,1,532.56,143.52,551.56,55.156,3.5107,266.28,0.4653,1.29005,1.75535
YM.PE_FOAMVH.T1.1000kVA,YM.PE_FOAMVH.T1.1000kVA,2026-07-09 07:30:00,0.5,1,0.24,0,0.24,0.024,0.9306,0.12,0.4653,2.44256e-07,0.4653
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-09 07:30:00,0.5,1,46.72,17.52,49.897,12.4742,0.481323,23.36,0.21164,0.0290214,0.240661
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-09 07:30:00,0.5,1,2.7,0,2.7,0.216,1.07005,1.35,0.535,2.45849e-05,0.535025
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-09 07:30:00,0.516667,1,12.64,0,12.64,3.16,0.405078,6.53067,0.20738,0.00191041,0.20929
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-09 07:30:00,0.5,1,0.48,-0.24,0.536656,0.134164,0.402007,0.24,0.201,3.3435e-06,0.201003
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-09 07:30:00,0.5,1,0.48,-0.36,0.6,0.15,0.410158,0.24,0.205075,4.18736e-06,0.205079
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-09 07:30:00,0.5,1,1.76,-0.16,1.76726,0.441814,0.411073,0.88,0.2055,3.6561e-05,0.205537
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-09 07:30:00,0.5,1,14.72,1.44,14.7903,3.69757,0.410122,7.36,0.2025,0.00256077,0.205061
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-09 07:30:00,0.5,1,66.88,7.2,67.2664,10.6772,0.845773,33.44,0.391,0.0318866,0.422887
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-09 07:30:00,0.5,1,17,3.6,17.377,2.31693,0.807415,8.5,0.402,0.00170762,0.403708
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-09 07:30:00,0.5,1,118.88,26.96,121.899,30.4747,0.833013,59.44,0.2225,0.194007,0.416507
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-09 07:30:00,0.533333,1,-3.3,-9.3,9.86813,1.23352,0.799318,-1.76,0.42576,0.000542902,0.426303
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-09 07:31:00,0.483333,1,2.4,0,2.4,0.192,1.18804,1.16,0.5742,1.84412e-05,0.574218
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-09 07:31:00,0.483333,1,117.6,5.92,117.749,29.4372,0.725736,56.84,0.193333,0.157439,0.350773
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-09 07:31:00,0.483333,1,78.2,8.2,78.6287,10.4838,0.873925,37.7967,0.3886,0.0337972,0.422397
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-09 07:37:00,0.383333,2,111.6,-344.86,362.468,12.0823,2.46971,42.78,0.835667,0.111057,0.946724
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-09 08:00:00,0.5,1,1.2,-2.4,2.68328,0.107331,4.50002,0.6,2.25,9.53107e-06,2.25001
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-09 08:00:00,0.5,1,16.3,0.7,16.315,4.07876,0.291067,8.15,0.141,0.00453363,0.145534
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-09 08:00:00,0.5,1,19.08,1.68,19.1538,7.66153,0.379635,9.54,0.1815,0.00831765,0.189818
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-09 08:00:00,0.5,1,8.4,-6,10.3228,0.825823,1.20973,4.2,0.6045,0.000364861,0.604865
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-09 08:00:00,0.5,1,0.96,0,0.96,0.064,1.23401,0.48,0.617,2.69906e-06,0.617003
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-09 08:00:00,0.5,1,447,20,447.447,22.3724,2.67821,223.5,0.925,0.414107,1.33911
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-09 08:00:00,0.516667,1,118.56,30.72,122.475,21.8706,0.764546,61.256,0.279083,0.115933,0.395015
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-09 08:00:00,0.5,1,184.2,30.3,186.675,23.3344,1.16981,92.1,0.4025,0.182406,0.584906
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-09 08:00:00,0.5,1,2.24,-0.64,2.32964,0.232964,0.88675,1.12,0.44335,2.48444e-05,0.443375
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-09 08:00:00,0.5,1,128.5,-548.5,563.351,22.534,2.74106,64.25,0.84815,0.522382,1.37053
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-09 08:00:00,0.5,1,17.6,-3.84,18.014,1.12588,1.19684,8.8,0.5975,0.000920442,0.59842
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-09 08:00:00,0.5,1,11.5,1.5,11.5974,0.579871,1.85056,5.75,0.925,0.000278196,0.925278
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-09 08:00:00,0.5,1,197.2,63.2,207.08,20.708,1.30162,98.6,0.462205,0.188606,0.650811
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-09 08:00:00,0.5,1,38.16,3.12,38.2873,3.82873,0.937346,19.08,0.4625,0.00617321,0.468673
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-09 08:00:00,0.5,1,180.16,53.12,187.828,25.0437,1.35898,90.08,0.449,0.230492,0.679492
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-09 08:00:00,0.5,2,114.72,-365.72,383.291,12.7764,2.50396,57.36,1.09,0.161978,1.25198
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-09 08:00:00,0.5,1,137.52,15.84,138.429,13.8429,1.05765,68.76,0.4475,0.0813263,0.528826
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-09 08:00:00,0.5,1,2.22,1.53,2.69616,3.59489,0.155212,1.11,0.077,0.000606098,0.0776061
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-09 08:00:00,0.5,1,234.4,17.12,235.024,29.378,1.41628,117.2,0.415,0.293142,0.708142
